ECONOMY_NAME,"Applied tariff rate, weighted avg., %",Citable documents H-index,"Creative goods exports, % total trade","Cultural and creative services exports, % total trade","Domestic credit to private sector, % GDP",Domestic industry diversification,"Domestic market scale, bn PPP$",E-participation*,"Electricity output, GWh/mn pop.",Entrepreneurship policies and culture†,"Expenditure on education, % GDP","FDI net inflows, % GDP","Females employed w/advanced degrees, %",Finance for startups and scaleups†,"Firms offering formal training, %",GDP/unit of energy use,"GERD financed by business, %","GERD performed by business, % GDP",GitHub commits/mn pop. 15–69,Global Innovation Index,"Global brand value, top 5,000, % GDP","Global corporate R&D investors, top 3, mn USD",Government effectiveness*,"Government funding/pupil, secondary, % GDP/cap",Government's online service*,"Graduates in science and engineering, %","Gross capital formation, % GDP","Gross expenditure on R&D, % GDP","High-tech exports, % total trade","High-tech imports, % total trade","High-tech manufacturing, %",ICT access*,"ICT services exports, % total trade","ICT services imports, % total trade",ICT use*,ISO 14001 environment/bn PPP$ GDP,ISO 9001 quality/bn PPP$ GDP,Industrial designs by origin/bn PPP$ GDP,"Intellectual property payments, % total trade","Intellectual property receipts, % total trade",Joint venture/strategic alliance deals/bn PPP$ GDP,"Knowledge-intensive employment, %","Labor productivity growth, %",Logistics performance*,"Low-carbon energy use, %","Market capitalization, % GDP",Mobile app creation/bn PPP$ GDP,National feature films/mn pop. 15–69,Operational stability for businesses*,PCT patents by origin/bn PPP$ GDP,"PISA scales in reading, maths and science",Patent families/bn PPP$ GDP,Patents by origin/bn PPP$ GDP,Policy stability for doing business†,Production and export complexity,"Public research–industry co-publications, %","Pupil–teacher ratio, secondary","QS university ranking, top 3*",Regulatory quality*,"Research talent, % in businesses","Researchers, FTE/mn pop.",Rule of law*,"School life expectancy, years",Scientific and technical articles/bn PPP$ GDP,"Software spending, % GDP",State of cluster development†,"Tertiary enrolment, % gross","Tertiary inbound mobility, %",Top-level domains (TLDs)/th pop. 15–69,Trademarks by origin/bn PPP$ GDP,"Unicorn valuation, % GDP",University–industry R&D collaboration†,Utility models by origin/bn PPP$ GDP,"VC received, value, % GDP","VC recipients, deals/bn PPP$ GDP","Venture capital (VC) investors, deals/bn PPP$ GDP"
Albania,92.2105211252796,2.97872340425532,0.015020464948219,29.2150467290124,10.0061512265741,90.8855189059965,0.999634926957674,75.5857976056482,9.34949284537776,0.0,19.7490123216326,41.7950158055277,38.2934746384131,0.0,60.6017191977078,43.1858496781714,0.0,0.0,7.91141544250662,24.537929796008,0.0,0.0,45.6820225257655,8.70700993770398,79.9071618037135,37.9759892285897,34.7485653647631,0.0,0.00949951369375365,0.0,4.22542962976691,99.3001784913174,16.9052588429224,16.2216180264506,74.4774008513945,34.9025050053529,26.5518601308169,3.20639671580709,13.5000716235978,8.20315365260055,5.41416250865156,25.4285212435016,65.065045806158,18.1818181818182,83.3442985065017,0.0,55.1132640464739,21.0915460776847,64.6666666666667,3.89327690354525,12.4570615174179,0.586178089686131,8.93111072088091,53.23917366852,37.2389149803919,2.39348343439755,90.4223728323614,0.0,46.0211157670283,0.0,0.0,39.0824072737596,55.8050047918569,11.3772819062261,10.6473707253529,38.0405715700812,40.0603605617482,3.80028281290901,4.66528043248413,19.5388568323512,0.0,59.6948590019919,0.590961228858989,0.367974793551401,5.47236401597052,0.0
Algeria,0.0,10.1595744680851,0.155158809523395,0.263551351870476,4.96308540188416,14.199843256768,12.3450518348286,20.9352297145196,7.14159061784557,0.0,64.9968132568515,29.2893466321293,26.1815350431547,0.0,0.0,14.3935938371091,8.34260580920665,0.85860103053098,1.37316763360651,16.1622593758194,0.0,0.0,30.5821743882349,0.0,30.8465959328028,66.9701521967923,68.4627509967753,8.72234744145781,0.0668819701000334,34.8298676338932,3.71967823530479,83.9924546963794,0.901820917774441,6.64918278063399,75.3790139997924,2.04632923025226,2.77156616468595,13.508719787929,8.2592187664484,0.0493082641259866,0.667620808462501,24.6178078722854,39.2732591675699,18.1818181818182,0.339103400569407,0.0,51.4912697740889,0.414256889353443,46.6666666666667,0.450032827008255,10.0543143915129,0.0986055031572291,13.9444102815373,48.968076813457,27.2629322523972,4.82692074731331,0.0,0.0,13.8987555275469,0.189216592812713,8.24943980087098,19.9626002437295,62.9739520967393,16.1192722970901,0.423119899058471,54.9793040183875,33.6663656447381,1.17816827356949,0.259105636747154,14.2389609621588,0.0,54.6634443983273,0.0,4.7516201879706,0.276452647036812,0.0
Angola,43.8663759001297,0.851063829787234,0.0984768727962674,0.0,0.0,0.0,5.04622410733306,15.1232988846823,1.71684952616969,14.1969042948963,14.4295729764181,18.1416897837928,3.76651958651666,20.8342018800314,0.0,25.8400486544017,0.0,0.0,0.359450421788581,10.2162093483849,0.0,0.0,16.8094550292937,0.0,41.6003536693192,9.86594886504054,32.7673778885878,0.367778754233144,0.869748424209667,14.4882948343591,3.11401897844451,36.7060064575109,0.0806970586837023,7.12874385743514,45.3661282067247,0.375835188492544,1.02088335572827,1.72046322500334,13.3398660906811,0.0,1.4653551157934,7.73278801747794,11.6618371311935,0.0,38.7831560866609,0.0,40.1355310876529,0.0,50.6666666666667,0.0,0.0,0.0,0.210321331143232,27.732558287189,16.8652149839597,4.9317645877408,45.0221577851326,0.0,25.8993834673355,0.0,0.0447404217096191,14.5299673598273,0.0,0.0,12.0054817646215,0.0,4.6522379505336,0.0,0.0651912689407602,8.16778156244036,0.0,0.639246231787525,1.10640012016441,0.0,0.0,0.0
Argentina,54.2249364996444,27.6595744680851,0.529520916233779,28.7289147857497,2.94783397622009,81.3727273913757,24.4322559850993,63.9517036733859,11.6411227706627,2.10499211486504,43.9464649324435,31.6313580298016,50.4035466959568,21.3110389803758,52.0057306590258,21.6841518422786,25.5396633778911,5.19909295074434,17.3380560839455,26.4246461433415,5.95833293491993,40.6525632956951,36.5947352621189,22.7343027319675,78.8793103448276,19.549088821555,10.3293737057375,8.95079546126203,2.77152658965079,38.5326454910775,35.1472262776903,94.8650780963971,23.0060714703565,44.4263081004603,67.7342586677861,9.95112551216783,15.7416328060711,10.5892618553842,41.3300989040948,8.35286728405048,3.38854653826439,25.3963196253718,29.3593819016582,31.8181818181818,15.8625040661196,2.81872261819276,67.9583154000885,38.5773697698098,38.0,0.0,23.7494201961019,1.2981382636613,7.27731361358909,0.0,38.0558871892971,14.582824375416,0.0,35.863697705803,23.5125954156763,13.5974954766734,12.6813092413065,30.0514388526839,87.9950000808125,13.7043522021733,27.0798113849558,31.5248410577345,70.4850443799154,8.0776871050357,4.14985839775537,44.2410833755736,7.86370459239895,37.0217584454348,4.29089613068263,5.43174230832138,4.19665569115179,1.60725647503631
Armenia,71.1390465419346,9.9468085106383,39.6610303337931,11.2510103242299,17.2903591304978,72.0203852268024,1.05049569950291,56.973293768546,10.481087428016,48.3285600347914,16.4852762313464,33.5561259444844,53.3759504187448,32.917423543075,33.810888252149,18.5266838984339,20.6438155750628,0.0,30.885993107401,29.0187716666494,0.0,0.0,35.7758971487908,13.9205670750138,69.2860300618921,30.2419967191862,24.6520301247643,3.31949448447444,19.1036928185459,32.8724325020826,4.65707178332677,88.2876398998445,60.4779951217262,10.637328041365,80.6979012530186,0.603587642487507,1.60212866161784,19.5293474406173,0.0,0.0,3.27951106388469,25.9516535514606,72.4104879765083,18.1818181818182,32.358333077615,0.119252147245944,72.3789971338565,0.0,56.0,1.48891868411357,0.0,0.603176410092311,7.89753330794013,44.3899280464651,29.955467340561,15.5118547482444,85.5242650348739,0.0,41.3342646685423,0.0,12.1578997048996,39.0024478420133,55.2183982701955,30.4179016549167,19.3877172497564,31.8224647400962,38.0556010223745,18.7332704839758,4.15215649587977,80.8804011777309,0.0,25.7387322001458,47.2785350409474,0.511027187681222,16.9835901490588,2.59186084333655
Australia,95.2481811643246,70.6914893617021,6.33445466911723,8.86660018357661,49.1538648293304,90.8568027839611,33.9300944517609,98.8335209249974,38.9611650426691,44.6332441153576,51.0742705820331,32.6172283197249,94.0244115999422,60.6004883714005,0.0,19.0867163347017,0.0,21.3702838304715,49.029653522948,48.0960889992609,32.000817081183,65.2841934237773,83.9129615543065,29.5797566229751,93.1476569407604,32.6585160655892,29.414916085429,27.4693635346856,7.5918216300197,37.5716249900684,28.2974638037985,99.839041053003,9.91825506958475,20.9232493221738,89.0693218918809,35.701457349265,24.4940830514699,12.0336550582321,26.0516423499604,9.87025688005667,53.10116533334,79.3843479197607,46.9293338591444,72.7272727272727,17.1578039973002,39.9311826468384,72.1987855141961,17.5640189896705,84.0,19.0227349192991,66.2021429908333,16.6035579126404,21.7676998636432,70.4363526819089,29.2098437024224,22.1299008459959,0.0,88.1578947368421,91.6081549257154,0.0,0.0,87.1437705351485,100.0,73.6220224703162,21.4164040528408,78.5421773610195,69.875230339908,59.7291706366352,55.7235935789578,37.0973158537789,50.9901058048408,80.9051599099219,0.0,27.2389138239937,46.5489746611228,18.6084450453557
Austria,91.0102798151711,44.0957446808511,10.9367219563195,28.1074312120112,31.8138810020311,99.1793559009328,12.2949235841145,76.742044408063,26.6987574676979,48.241118331324,45.5636881279151,28.1925855510265,45.7358507293703,61.3104632579931,55.4441260744986,33.6652982616188,61.7112468627694,53.2725278800198,58.1868820497712,50.27656791308,31.3163818976528,57.7496172760287,82.2564801793737,46.0262804075767,87.0358090185676,69.228263738064,38.6996074714361,53.0913640025168,30.6953449007337,28.6130684752638,53.6622069941846,97.2400513005999,29.2063326481108,68.7495121262901,89.5097234863387,20.3424724116012,18.0995769043427,36.7044227001771,15.5761536185455,19.4196099683428,12.5557587558836,69.7892726086412,40.7321837339022,86.3636363636364,42.2177385880201,10.276998107896,70.0885440793315,32.4483316408413,78.6666666666667,53.9441481961464,61.6223239302632,38.2490100441454,48.6353694184881,70.8664818190607,85.1904903931667,61.6109326133767,91.6454692314387,44.5006747638327,75.5409342437698,77.0042392962954,67.119311870389,92.7580279255798,69.2770335680791,58.9260600908245,60.4112273271228,78.6336786015368,61.4460455663984,48.5463456472207,46.6790253294087,31.0627625427313,27.9762274265608,69.3934973992209,10.2959839431705,22.6527938242209,35.0847241563836,18.0370442666408
Azerbaijan,58.3515827741319,5.58510638297872,0.781275856407274,2.58930218327228,3.87279056937948,80.3628354214115,3.6964635429824,37.2147754016167,10.5961915403236,0.0,21.7208413001912,23.7153903688435,44.666018846045,0.0,42.9799426934097,18.9346713293802,38.0749733948494,0.0870054418095387,4.58865357190329,21.2957909391222,0.0,0.0,42.9208725672863,30.4101408293375,57.1065428824049,52.2788583294311,12.7061805219291,2.35112137547776,0.564688997425995,10.8239794418865,17.6483635027329,89.2468128041308,2.92699791531564,5.56196071307398,65.625225472461,5.11206246282712,4.84465030215778,3.79636787835326,12.5303994944519,0.761225614324053,2.23973481678189,33.2196680068144,59.0914905361615,0.0,2.97943869349657,0.853291759319939,60.0384480727333,0.0,67.3333333333333,1.24653914069315,17.9232475722899,0.328315067695779,18.1981127262309,73.8525884486114,16.9979610165117,20.0869518793832,92.8678463152648,2.53036437246964,39.1208836697861,0.0,16.9058235243996,25.9227804227886,43.0721592790199,8.4189515597555,5.76690178497069,73.5849670771054,25.6981762569992,6.08999261729306,1.14631714364288,29.3023165758563,0.0,66.8329511843676,4.08471773765817,0.00388674110504045,2.42080592215488,0.910002198597996
Bahrain,69.2927507512076,4.20212765957447,12.4285205276519,0.0,25.6548110239112,52.1763509463677,1.79244132500133,43.026706231454,86.7641507370791,0.0,10.031867431485,35.8294397342535,0.0,0.0,0.0,5.49896102579697,26.9288533183176,0.479211034070955,7.50554515549507,27.6425638971034,0.0,0.0,60.7089761954221,25.555298963148,72.6237842617153,23.7642017272244,52.4782872979405,1.51388385848819,3.63317166118542,10.2086704575956,10.8452471859244,100.0,32.2661165782352,29.9742252089379,92.692226755022,19.5155076736741,18.9819419650679,0.308826606074284,0.0,0.0,33.8846690710081,31.2054948941741,55.423236888316,63.6363636363636,0.0099837208154329,24.2176819587328,59.3332435231264,5.08915497568367,61.3333333333333,2.04191670152367,0.0,0.950616632634998,0.769927487362399,81.4081807512393,54.3433890946011,3.97559056739035,82.5897588545167,15.7557354925776,67.3308234738009,0.127885155476115,3.72625161014118,56.4216814998247,68.7913247896236,10.9876832721996,29.5978841151321,70.5944664178417,50.0052135307414,27.3611531229374,2.5670717974078,2.5980435621166,0.0,39.4307279587921,0.0,23.4722569753187,16.6529100190515,8.76564785844718
Bangladesh,40.9945236089711,13.6170212765957,0.763225838708208,3.46321337259781,11.9608735601323,66.6149075224924,29.1312845423639,51.1613629387087,2.1275753882075,0.0,10.8476736775016,29.1680719297501,5.01935072511685,0.0,0.0,44.6404135624145,0.0,0.0,2.85217882901668,19.10711782083,1.45817818503274,0.0,24.0668879198218,1.40467755704604,61.5495137046861,7.10459928573556,54.226636308377,0.0,0.899938786187626,28.34266278069,6.72808299233685,58.7097452232271,7.67299149190897,4.02380075548572,69.6824597116617,1.45089890544756,1.72322252357378,8.45130027586407,2.34463033769044,0.173803286464297,1.24076866969733,14.6288846063062,77.6311422558618,22.7272727272727,0.89046504312822,6.72678387884359,65.0027191766531,0.0,37.3333333333333,0.0,0.0,0.0,1.29386300632906,38.6157569600035,23.8413640753744,12.7918164332028,39.1775358931207,10.5937921727395,17.4687876757219,0.0,0.0,26.5911699570653,37.5951763716676,6.98533093560739,19.1727051362828,38.2307464577846,12.7239290419072,0.0275292349185911,0.182900852251659,4.13496928832031,0.0,21.1512223143343,0.0,1.88228613018304,3.54536610776654,0.250789764372291
